window_id,H_S,H_Sp,MI,P,H_f,H_b,Delta_H
191,2.69168046954717,2.681109360397593,2.5382723573922776,0.4724309786408253,0.1428370030053152,0.15340811215489225,-0.01057110914957704
192,2.609011101641647,2.604244194059548,2.45752726038204,0.47139975331890915,0.14671693367750827,0.15148384125960712,-0.004766907582098856
193,2.53016031236258,2.524023466264768,2.3800848046384453,0.47091378329041417,0.14393866162632207,0.15007550772413447,-0.006136846097812398
194,3.0263134723214504,3.0289698468726605,2.843498052109225,0.46958959675691314,0.18547179476343523,0.1828154202122252,0.002656374551210039
195,3.4084997200282308,3.408051968699284,3.194823681155413,0.46868619604816775,0.2132282875438709,0.21367603887281783,-0.0004477513289469215
196,3.723115217516615,3.735482278972167,3.4639838365297866,0.4644283108400065,0.2714984424423803,0.2591313809868283,0.012367061455551998
197,3.944098187857187,3.9468136475304503,3.655327300181737,0.4632325612597813,0.29148634734871326,0.28877088767545,0.002715459673263254
198,3.9939361227083436,3.99456437269299,3.696414084679084,0.46271688745678424,0.29815028801390575,0.2975220380292596,0.0006282499846461675
199,3.917000228213611,3.901367041760635,3.6124234629319822,0.46204320393148807,0.28894357882865274,0.3045767652816287,-0.015633186452975956
200,3.635759369384359,3.633436752708775,3.3870408754825885,0.4659443518367069,0.2463958772261865,0.24871849390177037,-0.002322616675583866
201,3.240935664700215,3.234320136566404,3.0371057037906306,0.46903254435084174,0.19721443277577322,0.2038299609095846,-0.006615528133811388
202,2.9237621512712937,2.9196117762785057,2.7372117449975804,0.46843001644861837,0.1824000312809253,0.18655040627371333,-0.004150374992788031
203,2.974644222882776,2.997132347082332,2.8042838485343404,0.46958954603868,0.1928484985479919,0.17036037434843587,0.022488124199556037
204,2.949449666731611,2.9453232198990666,2.7775666226066615,0.47119145657098543,0.16775659729240555,0.1718830441249497,-0.004126446832544151
205,2.760484755042839,2.7517261092577323,2.5964250697740487,0.47103152141540977,0.15530103948368357,0.1640596852687901,-0.008758645785106545
206,2.5652921538824907,2.561143909071164,2.4159894398540764,0.47128051733899445,0.14515446921708763,0.14930271402841422,-0.004148244811326585
207,2.2185731737753236,2.2153360457757234,2.1033464487550306,0.47437742736825894,0.11198959702069322,0.11522672502029341,-0.0032371279996001867
208,2.31078363255229,2.3096466936796367,2.1957006590172554,0.475215619322606,0.11394603466238129,0.1150829735350345,-0.0011369388726532037
209,2.6445294766950744,2.6456178863012743,2.511543821308523,0.4747587635982186,0.1340740649927512,0.13298565538655138,0.001088409606199825
210,2.520824356911914,2.522255730142664,2.40422699520645,0.4767378177035146,0.11802873493621435,0.11659736170546431,0.0014313732307500437
211,2.7325983909656424,2.7372985387173774,2.5903430236628644,0.4735634065801263,0.146955515054513,0.142255367302778,0.0047001477517349954
212,2.8103250679703415,2.8248201197889973,2.647137609844934,0.4697549968357596,0.17768250994406287,0.16318745812540714,0.014495051818655735
213,3.169967293517526,3.1830225717855987,2.9730889556604514,0.46798263789117417,0.20993361612514683,0.1968783378570742,0.013055278268072623
214,3.6639022108366324,3.6701537432153066,3.4094604241822886,0.4648806125209095,0.26069331903301807,0.2544417866543438,0.006251532378674263
